,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),cloud_cover (%),precipitation_probability (%),humidity,pressure,wind_speed,cloud_cover,precip_prob,temp
2025-04-10 20:00:00,23.2,94.0,1003.5,1004.7,7.1,100.0,0.0,,,,,,
2025-04-10 21:00:00,23.1,95.0,1003.6,1004.8,6.0,100.0,0.0,,,,,,
2025-04-10 22:00:00,23.1,96.0,1003.9,1005.1,5.7,100.0,0.0,,,,,,
2025-04-10 23:00:00,23.1,96.0,1004.2,1005.4,6.4,93.0,0.0,,,,,,
2025-04-11 00:00:00,23.5,95.0,1005.0,1006.2,7.4,96.0,0.0,,,,,,
2025-04-11 01:00:00,24.3,91.0,1005.7,1006.9,10.7,92.0,0.0,,,,,,
2025-04-11 02:00:00,25.6,85.0,1006.0,1007.2,9.9,96.0,0.0,,,,,,
2025-04-11 03:00:00,26.7,81.0,1006.1,1007.2,9.7,100.0,0.0,,,,,,
2025-04-11 04:00:00,28.1,75.0,1005.4,1006.5,9.3,100.0,0.0,,,,,,
2025-04-11 05:00:00,29.7,70.0,1004.3,1005.4,9.2,100.0,0.0,,,,,,
2025-04-11 06:00:00,29.2,74.0,1004.0,1005.1,6.6,98.0,0.0,,,,,,
2025-04-11 07:00:00,30.2,69.0,1002.5,1003.6,7.7,100.0,0.0,,,,,,
2025-04-11 08:00:00,30.5,69.0,1001.7,1002.8,8.2,100.0,0.0,,,,,,
2025-04-11 09:00:00,30.3,70.0,1001.1,1002.2,10.0,100.0,0.0,,,,,,
2025-04-11 10:00:00,29.3,76.0,1001.3,1002.4,11.2,100.0,0.0,,,,,,
2025-04-11 11:00:00,27.3,85.0,1002.5,1003.6,14.2,100.0,0.0,,,,,,
2025-04-11 12:00:00,26.1,90.0,1002.9,1004.0,11.9,100.0,0.0,,,,,,
2025-04-11 13:00:00,25.4,93.0,1003.7,1004.8,10.4,100.0,0.0,,,,,,
2025-04-11 14:00:00,25.0,94.0,1004.2,1005.4,10.2,70.0,0.0,,,,,,
2025-04-11 15:00:00,24.6,94.0,1004.3,1005.5,10.8,65.0,0.0,,,,,,
2025-04-11 16:00:00,24.3,95.0,1004.2,1005.4,10.8,61.0,0.0,,,,,,
2025-04-11 17:00:00,24.1,95.0,1003.5,1004.7,10.6,100.0,0.0,,,,,,
2025-04-11 18:00:00,24.2,95.0,1003.4,1004.6,8.4,60.0,0.0,,,,,,
2025-04-11 19:00:00,24.0,96.0,1002.6,1003.8,7.4,66.0,0.0,,,,,,
2025-04-11 20:00:00,23.8,96.0,1002.7,1003.9,7.5,62.0,0.0,,,,,,
2025-04-11 21:00:00,23.7,96.0,1002.7,1003.9,6.3,100.0,0.0,,,,,,
2025-04-11 22:00:00,23.6,96.0,1003.4,1004.6,5.9,100.0,0.0,,,,,,
2025-04-11 23:00:00,23.5,97.0,1003.8,1005.0,5.1,100.0,0.0,,,,,,
2025-04-12 00:00:00,24.1,95.0,1005.0,1006.2,6.5,100.0,0.0,,,,,,
2025-04-12 01:00:00,25.5,89.0,1006.0,1007.2,5.4,100.0,0.0,,,,,,
2025-04-12 02:00:00,26.6,86.0,1007.3,1008.4,3.3,100.0,0.0,,,,,,
2025-04-12 03:00:00,27.2,84.0,1007.1,1008.2,4.2,100.0,0.0,,,,,,
2025-04-12 04:00:00,27.6,83.0,1007.0,1008.1,4.7,100.0,0.0,,,,,,
2025-04-12 05:00:00,28.5,80.0,1006.1,1007.2,5.0,97.0,3.0,,,,,,
2025-04-12 06:00:00,29.3,77.0,1006.3,1007.4,3.7,92.0,3.0,,,,,,
2025-04-12 07:00:00,29.5,77.0,1005.0,1006.1,4.7,98.0,10.0,,,,,,
2025-04-12 08:00:00,28.7,78.0,1006.1,1007.2,16.8,100.0,48.0,,,,,,
2025-04-12 09:00:00,26.8,66.0,1006.6,1007.7,22.1,100.0,65.0,,,,,,
2025-04-12 10:00:00,25.7,62.0,1008.1,1009.3,29.0,100.0,80.0,,,,,,
2025-04-12 11:00:00,24.3,60.0,1010.7,1011.9,18.4,100.0,73.0,,,,,,
2025-04-12 12:00:00,23.3,74.0,1011.2,1012.4,11.2,100.0,55.0,,,,,,
2025-04-12 13:00:00,21.9,81.0,1014.1,1015.3,10.1,100.0,70.0,,,,,,
2025-04-12 14:00:00,21.3,80.0,1015.1,1016.3,9.2,100.0,63.0,,,,,,
2025-04-12 15:00:00,21.4,76.0,1015.9,1017.1,6.4,100.0,38.0,,,,,,
2025-04-12 16:00:00,21.5,74.0,1016.0,1017.2,4.6,100.0,25.0,,,,,,
2025-04-12 17:00:00,21.6,74.0,1015.9,1017.1,2.5,100.0,35.0,,,,,,
2025-04-12 18:00:00,22.2,73.0,1015.5,1016.7,5.6,100.0,20.0,,,,,,
2025-04-12 19:00:00,21.9,71.0,1014.8,1016.0,5.4,100.0,20.0,,,,,,
2025-04-12 20:00:00,21.8,72.0,1015.0,1016.2,5.0,100.0,8.0,,,,,,
2025-04-12 21:00:00,21.7,71.0,1015.0,1016.2,4.0,100.0,0.0,,,,,,
2025-04-12 22:00:00,21.8,68.0,1015.9,1017.1,2.7,100.0,0.0,,,,,,
2025-04-12 23:00:00,21.8,66.0,1016.1,1017.3,2.7,100.0,0.0,,,,,,
2025-04-13 00:00:00,21.5,68.0,1017.7,1018.9,6.1,100.0,0.0,,,,,,
2025-04-13 01:00:00,21.8,67.0,1018.4,1019.6,5.5,100.0,0.0,,,,,,
2025-04-13 02:00:00,22.6,65.0,1019.0,1020.2,7.3,97.0,3.0,,,,,,
2025-04-13 03:00:00,23.4,65.0,1019.0,1020.2,10.1,81.0,3.0,,,,,,
2025-04-13 04:00:00,24.1,56.0,1018.4,1019.6,13.2,79.0,0.0,,,,,,
2025-04-13 05:00:00,24.7,48.0,1017.4,1018.6,12.4,80.0,0.0,,,,,,
2025-04-13 06:00:00,26.1,40.0,1015.5,1016.7,10.1,75.0,0.0,,,,,,
2025-04-13 07:00:00,26.1,42.0,1014.2,1015.4,10.1,70.0,0.0,,,,,,
2025-04-13 08:00:00,26.3,42.0,1013.2,1014.4,9.0,79.0,0.0,,,,,,
2025-04-13 09:00:00,26.2,44.0,1012.8,1014.0,8.0,100.0,0.0,,,,,,
2025-04-13 10:00:00,25.7,45.0,1012.3,1013.5,6.5,100.0,0.0,,,,,,
2025-04-13 11:00:00,25.0,49.0,1012.6,1013.8,3.3,100.0,0.0,,,,,,
2025-04-13 12:00:00,24.1,55.0,1012.9,1014.1,2.9,100.0,0.0,,,,,,
2025-04-13 13:00:00,23.5,58.0,1013.9,1015.1,2.9,100.0,0.0,,,,,,
2025-04-13 14:00:00,23.2,60.0,1014.4,1015.6,2.4,100.0,0.0,,,,,,
2025-04-13 15:00:00,22.9,63.0,1014.8,1016.0,1.8,100.0,0.0,,,,,,
2025-04-13 16:00:00,22.3,65.0,1014.3,1015.5,4.5,88.0,0.0,,,,,,
2025-04-13 17:00:00,20.7,72.0,1014.0,1015.2,9.8,93.0,0.0,,,,,,
2025-04-13 18:00:00,20.2,75.0,1014.0,1015.2,8.5,100.0,0.0,,,,,,
2025-04-13 19:00:00,20.1,74.0,1013.4,1014.6,7.1,100.0,0.0,,,,,,
2025-04-13 20:00:00,19.9,74.0,1013.4,1014.6,5.9,100.0,0.0,,,,,,
2025-04-13 21:00:00,19.7,75.0,1013.2,1014.4,4.6,100.0,0.0,,,,,,
2025-04-13 22:00:00,19.6,76.0,1012.9,1014.1,3.6,100.0,0.0,,,,,,
2025-04-13 23:00:00,19.5,76.0,1013.3,1014.5,3.1,96.0,0.0,,,,,,
2025-04-14 00:00:00,20.2,75.0,1014.5,1015.7,2.5,100.0,0.0,,,,,,
2025-04-14 01:00:00,21.5,72.0,1015.9,1017.1,4.0,100.0,5.0,,,,,,
2025-04-14 02:00:00,22.9,66.0,1016.3,1017.5,4.3,100.0,5.0,,,,,,
2025-04-14 03:00:00,24.0,63.0,1016.5,1017.7,2.5,100.0,5.0,,,,,,
2025-04-14 04:00:00,25.1,59.0,1015.5,1016.7,1.1,100.0,5.0,,,,,,
2025-04-14 05:00:00,26.0,54.0,1014.6,1015.8,2.5,100.0,0.0,,,,,,
2025-04-14 06:00:00,27.3,49.0,1013.5,1014.7,2.6,100.0,0.0,,,,,,
2025-04-14 07:00:00,27.6,48.0,1012.6,1013.8,3.1,100.0,3.0,,,,,,
2025-04-14 08:00:00,27.9,47.0,1011.8,1012.9,4.6,100.0,3.0,,,,,,
2025-04-14 09:00:00,27.8,48.0,1011.1,1012.2,5.1,100.0,3.0,,,,,,
2025-04-14 10:00:00,27.5,48.0,1010.7,1011.8,4.1,100.0,0.0,,,,,,
2025-04-14 11:00:00,26.6,52.0,1010.7,1011.9,3.6,65.0,0.0,,,,,,
2025-04-14 12:00:00,25.7,57.0,1010.9,1012.1,3.6,9.0,0.0,,,,,,
2025-04-14 13:00:00,24.7,61.0,1012.1,1013.3,3.5,79.0,0.0,,,,,,
2025-04-14 14:00:00,23.9,65.0,1012.5,1013.7,4.9,100.0,0.0,,,,,,
2025-04-14 15:00:00,23.2,70.0,1012.9,1014.1,5.3,100.0,0.0,,,,,,
2025-04-14 16:00:00,22.6,75.0,1012.7,1013.9,3.7,92.0,0.0,,,,,,
2025-04-14 17:00:00,22.0,79.0,1012.6,1013.8,3.3,67.0,0.0,,,,,,
2025-04-14 18:00:00,21.3,84.0,1012.3,1013.5,3.2,100.0,0.0,,,,,,
2025-04-14 19:00:00,21.0,85.0,1011.8,1013.0,3.1,100.0,0.0,,,,,,
2025-04-14 20:00:00,20.4,88.0,1011.6,1012.8,3.1,89.0,0.0,,,,,,
2025-04-14 21:00:00,19.9,91.0,1011.5,1012.7,2.5,100.0,0.0,,,,,,
2025-04-14 22:00:00,19.7,92.0,1011.4,1012.6,1.3,100.0,0.0,,,,,,
2025-04-14 23:00:00,19.6,93.0,1011.5,1012.7,1.6,100.0,0.0,,,,,,
2025-04-15 00:00:00,20.1,92.0,1012.9,1014.1,2.8,100.0,0.0,,,,,,
2025-04-15 01:00:00,22.2,83.0,1013.5,1014.7,3.9,100.0,0.0,,,,,,
2025-04-15 02:00:00,24.5,74.0,1013.7,1014.9,4.9,100.0,0.0,,,,,,
2025-04-15 03:00:00,26.7,63.0,1013.4,1014.6,5.0,100.0,0.0,,,,,,
2025-04-15 04:00:00,28.7,53.0,1012.5,1013.6,4.8,57.0,0.0,,,,,,
2025-04-15 05:00:00,30.3,48.0,1011.1,1012.2,3.3,12.0,0.0,,,,,,
2025-04-15 06:00:00,32.0,39.0,1010.2,1011.3,1.8,100.0,0.0,,,,,,
2025-04-15 07:00:00,32.7,32.0,1008.7,1009.8,3.0,0.0,0.0,,,,,,
2025-04-15 08:00:00,33.1,31.0,1008.4,1009.5,6.9,0.0,0.0,,,,,,
2025-04-15 09:00:00,32.9,30.0,1007.8,1008.9,10.9,0.0,0.0,,,,,,
2025-04-15 10:00:00,32.0,30.0,1008.1,1009.2,12.4,100.0,0.0,,,,,,
2025-04-15 11:00:00,29.9,40.0,1008.2,1009.3,11.5,0.0,0.0,,,,,,
2025-04-15 12:00:00,28.2,47.0,1008.3,1009.4,13.7,2.0,0.0,,,,,,
2025-04-15 13:00:00,26.0,58.0,1009.1,1010.3,13.5,0.0,0.0,,,,,,
2025-04-15 14:00:00,24.3,62.0,1009.8,1011.0,12.0,3.0,0.0,,,,,,
2025-04-15 15:00:00,23.1,65.0,1010.4,1011.6,11.2,100.0,0.0,,,,,,
2025-04-15 16:00:00,22.3,69.0,1010.6,1011.8,11.0,100.0,0.0,,,,,,
2025-04-15 17:00:00,21.8,73.0,1010.4,1011.6,10.5,100.0,0.0,,,,,,
2025-04-15 18:00:00,21.2,80.0,1009.8,1011.0,9.8,97.0,0.0,,,,,,
2025-04-15 19:00:00,20.9,82.0,1009.0,1010.2,10.0,100.0,0.0,,,,,,
2025-04-15 20:00:00,20.6,85.0,1008.8,1010.0,10.1,100.0,0.0,,,,,,
2025-04-15 21:00:00,20.4,86.0,1008.6,1009.8,9.7,100.0,0.0,,,,,,
2025-04-15 22:00:00,20.2,88.0,1008.6,1009.8,8.7,100.0,0.0,,,,,,
2025-04-15 23:00:00,20.1,89.0,1008.8,1010.0,8.1,100.0,0.0,,,,,,
2025-04-16 00:00:00,20.9,87.0,1009.4,1010.6,5.9,100.0,0.0,,,,,,
2025-04-16 01:00:00,22.6,80.0,1010.1,1011.3,8.2,100.0,0.0,,,,,,
2025-04-16 02:00:00,24.6,72.0,1010.4,1011.6,9.2,32.0,0.0,,,,,,
2025-04-16 03:00:00,26.8,60.0,1009.9,1011.1,10.9,63.0,0.0,,,,,,
2025-04-16 04:00:00,28.7,51.0,1009.0,1010.1,11.8,12.0,0.0,,,,,,
2025-04-16 05:00:00,30.1,44.0,1007.6,1008.7,12.8,100.0,0.0,,,,,,
2025-04-16 06:00:00,31.6,37.0,1006.9,1008.0,11.6,85.0,0.0,,,,,,
2025-04-16 07:00:00,32.1,37.0,1005.4,1006.5,12.7,100.0,0.0,,,,,,
2025-04-16 08:00:00,32.2,38.0,1004.4,1005.5,14.3,98.0,0.0,,,,,,
2025-04-16 09:00:00,31.6,39.0,1003.7,1004.8,15.5,100.0,0.0,,,,,,
2025-04-16 10:00:00,30.2,42.0,1003.6,1004.7,15.7,100.0,0.0,,,,,,
2025-04-16 11:00:00,28.4,45.0,1004.2,1005.3,16.1,100.0,0.0,,,,,,
2025-04-16 12:00:00,26.9,49.0,1004.5,1005.6,14.5,100.0,0.0,,,,,,
2025-04-16 13:00:00,25.5,54.0,1005.7,1006.9,14.4,92.0,0.0,,,,,,
2025-04-16 14:00:00,24.3,69.0,1006.3,1007.5,14.6,0.0,0.0,,,,,,
2025-04-16 15:00:00,23.6,78.0,1007.0,1008.2,14.2,50.0,0.0,,,,,,
2025-04-16 16:00:00,23.2,84.0,1007.0,1008.2,13.8,100.0,0.0,,,,,,
2025-04-16 17:00:00,22.9,87.0,1006.5,1007.7,13.2,100.0,0.0,,,,,,
2025-04-16 18:00:00,22.9,90.0,1005.9,1007.1,11.2,100.0,0.0,,,,,,
2025-04-16 19:00:00,22.8,91.0,1004.8,1006.0,9.6,100.0,0.0,,,,,,
2025-04-16 20:00:00,22.8,92.0,1005.1,1006.3,8.7,100.0,0.0,,,,,,
2025-04-16 21:00:00,22.8,93.0,1004.9,1006.1,9.3,95.0,0.0,,,,,,
2025-04-16 22:00:00,22.8,93.0,1005.5,1006.7,8.9,100.0,0.0,,,,,,
2025-04-16 23:00:00,22.8,94.0,1005.3,1006.5,6.2,100.0,0.0,,,,,,
2025-04-17 00:00:00,23.7,89.0,1006.5,1007.7,7.4,98.0,0.0,,,,,,
2025-04-17 01:00:00,25.1,82.0,1006.9,1008.1,8.4,100.0,0.0,,,,,,
2025-04-17 02:00:00,26.5,76.0,1007.6,1008.7,7.6,100.0,0.0,,,,,,
2025-04-17 03:00:00,28.5,68.0,1007.3,1008.4,6.4,100.0,0.0,,,,,,
2025-04-17 04:00:00,30.2,63.0,1006.5,1007.6,7.2,85.0,0.0,,,,,,
2025-04-17 05:00:00,31.7,60.0,1005.2,1006.3,10.4,99.0,0.0,,,,,,
2025-04-17 06:00:00,32.5,58.0,1003.7,1004.8,12.4,88.0,0.0,,,,,,
2025-04-17 07:00:00,33.2,56.0,1002.4,1003.5,14.0,100.0,0.0,,,,,,
2025-04-17 08:00:00,33.3,56.0,1001.5,1002.6,15.3,57.0,0.0,,,,,,
2025-04-17 09:00:00,32.6,59.0,1001.1,1002.2,15.8,34.0,0.0,,,,,,
2025-04-17 10:00:00,31.0,65.0,1001.2,1002.3,15.9,24.0,0.0,,,,,,
2025-04-17 11:00:00,29.2,71.0,1001.7,1002.8,14.8,5.0,0.0,,,,,,
2025-04-17 12:00:00,27.5,77.0,1002.6,1003.7,14.6,3.0,0.0,,,,,,
2025-04-17 13:00:00,26.2,82.0,1003.3,1004.4,14.1,24.0,0.0,,,,,,
2025-04-17 14:00:00,25.4,86.0,1004.1,1005.2,13.3,36.0,0.0,,,,,,
2025-04-17 15:00:00,24.8,88.0,1004.1,1005.3,13.3,46.0,0.0,,,,,,
2025-04-17 16:00:00,24.6,89.0,1003.9,1005.1,12.8,43.0,0.0,,,,,,
2025-04-17 17:00:00,24.4,90.0,1003.7,1004.9,11.6,43.0,0.0,,,,,,
2025-04-17 18:00:00,24.1,92.0,1003.4,1004.6,10.0,47.0,0.0,,,,,,
2025-04-17 19:00:00,23.9,93.0,1003.1,1004.3,8.3,60.0,0.0,,,,,,
2025-04-17 20:00:00,23.7,94.0,1002.9,1004.1,7.6,69.0,0.0,,,,,,
2025-04-17 21:00:00,23.7,95.0,1003.1,1004.3,7.0,73.0,0.0,,,,,,
2025-04-17 22:00:00,23.7,95.0,1003.5,1004.7,7.2,77.0,0.0,,,,,,
2025-04-17 23:00:00,23.7,95.0,1004.1,1005.3,6.8,79.0,0.0,,,,,,
2025-04-18 00:00:00,24.3,92.0,1004.9,1006.1,8.7,87.0,0.0,,,,,,
2025-04-18 01:00:00,26.0,84.0,1005.8,1006.9,7.9,86.0,0.0,,,,,,
2025-04-18 02:00:00,27.9,77.0,1006.2,1007.3,6.9,53.0,0.0,,,,,,
2025-04-18 03:00:00,29.8,71.0,1006.0,1007.1,5.5,46.0,0.0,,,,,,
2025-04-18 04:00:00,31.8,66.0,1005.4,1006.5,5.6,26.0,0.0,,,,,,
2025-04-18 05:00:00,34.0,60.0,1004.3,1005.4,7.4,24.0,0.0,,,,,,
2025-04-18 06:00:00,36.1,51.0,1002.9,1004.0,10.5,3.0,0.0,,,,,,
2025-04-18 07:00:00,37.5,44.0,1001.4,1002.5,9.7,10.0,8.0,,,,,,
2025-04-18 08:00:00,37.3,44.0,1000.3,1001.4,9.4,100.0,18.0,,,,,,
2025-04-18 09:00:00,33.9,57.0,1000.9,1002.0,12.7,100.0,25.0,,,,,,
2025-04-18 10:00:00,32.9,59.0,1001.0,1002.1,7.9,40.0,8.0,,,,,,
2025-04-18 11:00:00,32.6,60.0,1001.1,1002.2,5.6,15.0,8.0,,,,,,
2025-04-18 12:00:00,31.7,64.0,1001.7,1002.8,9.7,100.0,0.0,,,,,,
2025-04-18 13:00:00,30.4,69.0,1002.4,1003.5,12.5,99.0,0.0,,,,,,
2025-04-18 14:00:00,29.1,71.0,1003.4,1004.5,13.8,100.0,0.0,,,,,,
2025-04-18 15:00:00,28.1,73.0,1004.0,1005.1,13.6,100.0,0.0,,,,,,
2025-04-18 16:00:00,27.4,77.0,1004.1,1005.2,13.3,69.0,0.0,,,,,,
2025-04-18 17:00:00,26.7,80.0,1003.6,1004.7,12.7,90.0,0.0,,,,,,
2025-04-18 18:00:00,26.0,83.0,1003.2,1004.3,12.0,80.0,0.0,,,,,,
2025-04-18 19:00:00,25.5,86.0,1002.8,1003.9,10.5,78.0,0.0,,,,,,
2025-04-18 20:00:00,25.0,89.0,1002.7,1003.8,9.7,45.0,0.0,,,,,,
2025-04-18 21:00:00,24.6,91.0,1002.8,1004.0,9.0,38.0,0.0,,,,,,
2025-04-18 22:00:00,24.4,92.0,1003.3,1004.5,7.6,39.0,0.0,,,,,,
2025-04-18 23:00:00,24.3,92.0,1004.1,1005.3,6.9,45.0,0.0,,,,,,
2025-04-19 00:00:00,25.2,88.0,1005.2,1006.4,8.9,64.0,0.0,,,,,,
2025-04-19 01:00:00,26.8,82.0,1006.3,1007.4,8.7,37.0,0.0,,,,,,
2025-04-19 02:00:00,28.6,76.0,1006.7,1007.8,7.7,38.0,0.0,,,,,,
2025-04-19 03:00:00,30.8,70.0,1006.5,1007.6,7.4,49.0,0.0,,,,,,
2025-04-19 04:00:00,32.7,65.0,1005.6,1006.7,7.8,20.0,0.0,,,,,,
2025-04-19 05:00:00,34.7,58.0,1004.3,1005.4,7.1,31.0,0.0,,,,,,
2025-04-19 06:00:00,36.4,49.0,1002.9,1004.0,7.0,23.0,0.0,,,,,,
2025-04-19 07:00:00,37.6,43.0,1001.8,1002.9,6.6,9.0,8.0,,,,,,
2025-04-19 08:00:00,37.8,40.0,1001.2,1002.3,7.6,98.0,19.0,,,,,,
2025-04-19 09:00:00,37.4,42.0,1001.0,1002.1,11.9,100.0,25.0,,,,,,
2025-04-19 10:00:00,35.3,51.0,1001.2,1002.3,13.7,100.0,20.0,,,,,,
2025-04-19 11:00:00,33.6,57.0,1001.7,1002.8,14.7,13.0,11.0,,,,,,
2025-04-19 12:00:00,31.1,64.0,1002.9,1004.0,15.4,2.0,3.0,,,,,,
2025-04-19 13:00:00,29.4,70.0,1003.8,1004.9,15.1,27.0,0.0,,,,,,
2025-04-19 14:00:00,28.3,74.0,1004.6,1005.7,14.6,42.0,0.0,,,,,,
2025-04-19 15:00:00,27.4,77.0,1005.2,1006.3,13.8,37.0,0.0,,,,,,
2025-04-19 16:00:00,26.8,80.0,1005.2,1006.3,14.3,62.0,0.0,,,,,,
2025-04-19 17:00:00,26.3,83.0,1004.9,1006.0,14.0,92.0,0.0,,,,,,
2025-04-19 18:00:00,25.9,84.0,1004.8,1005.9,13.8,94.0,0.0,,,,,,
2025-04-19 19:00:00,25.7,86.0,1004.6,1005.7,13.9,90.0,0.0,,,,,,
2025-04-19 20:00:00,25.4,87.0,1004.4,1005.5,13.2,55.0,0.0,,,,,,
2025-04-19 21:00:00,25.0,88.0,1004.5,1005.7,12.2,49.0,0.0,,,,,,
2025-04-19 22:00:00,24.8,89.0,1005.0,1006.2,11.2,63.0,2.0,,,,,,
2025-04-19 23:00:00,24.7,90.0,1005.8,1007.0,10.0,68.0,3.0,,,,,,
2025-04-20 00:00:00,25.4,87.0,1006.9,1008.1,12.0,83.0,3.0,,,,,,
2025-04-20 01:00:00,26.8,81.0,1007.7,1008.8,11.1,92.0,3.0,,,,,,
2025-04-20 02:00:00,28.7,74.0,1008.0,1009.1,9.4,88.0,1.0,,,,,,
2025-04-20 03:00:00,30.6,68.0,1007.9,1009.0,8.2,40.0,0.0,,,,,,
2025-04-20 04:00:00,32.1,64.0,1007.4,1008.5,8.8,52.0,0.0,,,,,,
2025-04-20 05:00:00,33.7,59.0,1006.4,1007.5,10.7,58.0,0.0,,,,,,
2025-04-20 06:00:00,34.9,56.0,1005.2,1006.3,12.8,83.0,0.0,,,,,,
2025-04-20 07:00:00,35.4,54.0,1004.3,1005.4,13.9,89.0,3.0,,,,,,
2025-04-20 08:00:00,35.3,53.0,1003.4,1004.5,15.0,94.0,7.0,,,,,,
2025-04-20 09:00:00,34.7,54.0,1003.0,1004.1,15.5,100.0,13.0,,,,,,
2025-04-20 10:00:00,33.2,59.0,1003.3,1004.4,15.5,100.0,18.0,,,,,,
2025-04-20 11:00:00,31.1,65.0,1004.0,1005.1,14.9,100.0,22.0,,,,,,
2025-04-20 12:00:00,29.3,71.0,1004.7,1005.8,14.5,100.0,23.0,,,,,,
2025-04-20 13:00:00,28.1,75.0,1005.5,1006.6,14.3,83.0,22.0,,,,,,
2025-04-20 14:00:00,27.3,78.0,1006.3,1007.4,13.8,67.0,18.0,,,,,,
2025-04-20 15:00:00,26.5,81.0,1006.8,1007.9,13.5,50.0,13.0,,,,,,
2025-04-20 16:00:00,25.9,84.0,1006.6,1007.8,13.2,46.0,8.0,,,,,,
2025-04-20 17:00:00,25.4,86.0,1006.2,1007.4,13.0,41.0,3.0,,,,,,
2025-04-20 18:00:00,25.1,88.0,1005.8,1007.0,12.8,37.0,0.0,,,,,,
2025-04-20 19:00:00,24.8,89.0,1005.6,1006.8,12.5,41.0,0.0,,,,,,
2025-04-20 20:00:00,24.6,89.0,1005.5,1006.7,12.3,45.0,0.0,,,,,,
2025-04-20 21:00:00,24.5,89.0,1005.6,1006.8,12.0,49.0,0.0,,,,,,
2025-04-20 22:00:00,24.4,89.0,1006.1,1007.3,12.0,51.0,0.0,,,,,,
2025-04-20 23:00:00,24.4,90.0,1006.8,1008.0,12.3,54.0,0.0,,,,,,
2025-04-21 00:00:00,25.0,88.0,1007.4,1008.6,12.1,56.0,0.0,,,,,,
2025-04-21 01:00:00,26.5,83.0,1008.1,1009.2,11.1,54.0,0.0,,,,,,
2025-04-21 02:00:00,28.6,76.0,1008.5,1009.6,10.3,51.0,0.0,,,,,,
2025-04-21 03:00:00,30.8,69.0,1008.5,1009.6,9.3,49.0,0.0,,,,,,
2025-04-21 04:00:00,33.0,61.0,1007.7,1008.8,9.0,40.0,0.0,,,,,,
2025-04-21 05:00:00,35.4,52.0,1006.3,1007.4,9.6,30.0,0.0,,,,,,
2025-04-21 06:00:00,37.0,46.0,1005.1,1006.2,10.1,21.0,0.0,,,,,,
2025-04-21 07:00:00,37.8,43.0,1004.0,1005.1,10.6,47.0,1.0,,,,,,
2025-04-21 08:00:00,37.9,41.0,1003.1,1004.2,11.6,74.0,3.0,,,,,,
2025-04-21 09:00:00,37.3,43.0,1002.6,1003.7,12.6,100.0,6.0,,,,,,
2025-04-21 10:00:00,35.6,49.0,1002.9,1004.0,13.8,100.0,8.0,,,,,,
2025-04-21 11:00:00,33.2,58.0,1003.6,1004.7,15.4,100.0,9.0,,,,,,
2025-04-21 12:00:00,31.0,65.0,1004.4,1005.5,16.4,100.0,10.0,,,,,,
2025-04-21 13:00:00,29.6,70.0,1005.2,1006.3,16.2,68.0,9.0,,,,,,
2025-04-21 14:00:00,28.4,73.0,1006.0,1007.1,15.8,37.0,8.0,,,,,,
2025-04-21 15:00:00,27.5,76.0,1006.5,1007.6,15.1,5.0,6.0,,,,,,
2025-04-21 16:00:00,26.7,79.0,1006.4,1007.5,14.8,13.0,3.0,,,,,,
2025-04-21 17:00:00,26.2,82.0,1006.0,1007.1,14.5,20.0,1.0,,,,,,
2025-04-21 18:00:00,25.7,84.0,1005.6,1006.8,14.1,28.0,0.0,,,,,,
2025-04-21 19:00:00,25.3,86.0,1005.4,1006.6,13.2,32.0,4.0,,,,,,
2025-04-21 20:00:00,25.0,86.0,1005.2,1006.4,11.5,35.0,3.0,,,,,,
2025-04-21 21:00:00,24.8,87.0,1005.3,1006.5,10.2,39.0,2.0,,,,,,
2025-04-21 22:00:00,24.6,88.0,1005.9,1007.1,9.5,40.0,1.0,,,,,,
2025-04-21 23:00:00,24.7,88.0,1006.7,1007.9,9.3,40.0,0.0,,,,,,
2025-04-22 00:00:00,25.3,86.0,1007.4,1008.6,8.9,41.0,0.0,,,,,,
2025-04-22 01:00:00,26.8,81.0,1007.9,1009.0,7.6,39.0,0.0,,,,,,
2025-04-22 02:00:00,28.8,73.0,1008.2,1009.3,6.1,36.0,0.0,,,,,,
2025-04-22 03:00:00,31.1,66.0,1007.9,1009.0,5.2,34.0,1.0,,,,,,
2025-04-22 04:00:00,33.6,59.0,1006.9,1008.0,5.4,23.0,1.0,,,,,,
2025-04-22 05:00:00,36.2,51.0,1005.3,1006.4,6.6,11.0,2.0,,,,,,
2025-04-22 06:00:00,38.2,45.0,1003.9,1005.0,7.6,0.0,3.0,,,,,,
2025-04-22 07:00:00,39.5,40.0,1002.7,1003.8,8.0,18.0,4.0,,,,,,
2025-04-22 08:00:00,40.2,37.0,1001.5,1002.6,8.4,35.0,5.0,,,,,,
2025-04-22 09:00:00,39.9,37.0,1000.9,1002.0,9.4,53.0,6.0,,,,,,
2025-04-22 10:00:00,38.2,42.0,1001.0,1002.1,11.3,69.0,7.0,,,,,,
2025-04-22 11:00:00,35.5,51.0,1001.6,1002.7,14.8,84.0,7.0,,,,,,
2025-04-22 12:00:00,33.1,58.0,1002.3,1003.4,17.6,100.0,8.0,,,,,,
2025-04-22 13:00:00,31.3,63.0,1003.1,1004.2,18.1,85.0,9.0,,,,,,
2025-04-22 14:00:00,29.8,67.0,1004.0,1005.1,17.3,69.0,9.0,,,,,,
