latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.0,105.875,10.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),cloud_cover (%),precipitation_probability (%)
2025-04-03T11:00,25.2,56,1012.2,1013.4,16.5,22,0
2025-04-03T12:00,23.6,56,1013.2,1014.4,14.0,0,0
2025-04-03T13:00,22.1,61,1014.0,1015.2,13.5,13,0
2025-04-03T14:00,20.8,65,1014.8,1016.0,12.7,0,0
2025-04-03T15:00,19.8,71,1014.7,1015.9,11.8,0,0
2025-04-03T16:00,19.1,75,1014.7,1015.9,11.3,0,0
2025-04-03T17:00,18.7,79,1014.3,1015.5,10.3,3,0
2025-04-03T18:00,18.8,81,1014.4,1015.6,8.9,4,0
2025-04-03T19:00,18.4,84,1013.3,1014.5,8.4,5,0
2025-04-03T20:00,18.2,86,1013.2,1014.4,8.5,0,0
2025-04-03T21:00,18.0,88,1012.7,1013.9,7.5,0,0
2025-04-03T22:00,17.8,90,1013.5,1014.7,7.0,0,0
2025-04-03T23:00,17.6,92,1013.5,1014.7,6.5,3,0
2025-04-04T00:00,18.5,91,1014.5,1015.7,7.9,2,0
2025-04-04T01:00,20.4,84,1014.9,1016.1,10.5,35,0
2025-04-04T02:00,22.1,78,1014.7,1015.9,13.4,66,0
2025-04-04T03:00,23.6,69,1014.2,1015.4,14.8,65,0
2025-04-04T04:00,24.7,66,1013.3,1014.5,15.6,65,0
2025-04-04T05:00,26.1,61,1012.4,1013.6,16.4,63,0
2025-04-04T06:00,25.5,63,1011.3,1012.5,14.3,71,0
2025-04-04T07:00,26.2,62,1010.1,1011.3,15.8,84,0
2025-04-04T08:00,25.8,65,1009.2,1010.4,16.6,72,0
2025-04-04T09:00,25.5,66,1008.8,1010.0,16.6,70,0
2025-04-04T10:00,25.2,65,1008.9,1010.1,15.8,80,0
2025-04-04T11:00,24.4,69,1009.2,1010.4,16.1,72,0
2025-04-04T12:00,23.2,75,1009.0,1010.2,16.1,53,0
2025-04-04T13:00,22.4,77,1009.9,1011.1,16.1,38,0
2025-04-04T14:00,21.6,82,1010.6,1011.8,15.3,79,0
2025-04-04T15:00,21.3,85,1011.3,1012.5,13.2,87,0
2025-04-04T16:00,21.1,87,1011.4,1012.6,12.1,90,0
2025-04-04T17:00,20.8,88,1011.6,1012.8,12.1,95,0
2025-04-04T18:00,20.7,88,1011.8,1013.0,11.8,94,0
2025-04-04T19:00,20.6,87,1011.4,1012.6,11.3,96,0
2025-04-04T20:00,20.6,86,1011.6,1012.8,10.5,97,0
2025-04-04T21:00,20.7,85,1011.7,1012.9,8.0,100,0
2025-04-04T22:00,20.7,84,1012.4,1013.6,6.7,100,3
2025-04-04T23:00,20.8,84,1012.4,1013.6,5.4,100,13
2025-04-05T00:00,20.8,88,1014.2,1015.4,4.0,100,20
2025-04-05T01:00,21.2,86,1014.7,1015.9,3.7,100,38
2025-04-05T02:00,21.7,85,1015.4,1016.6,3.1,100,43
2025-04-05T03:00,22.1,83,1015.3,1016.5,1.8,100,35
2025-04-05T04:00,22.3,83,1015.0,1016.2,2.2,100,35
2025-04-05T05:00,22.6,83,1014.2,1015.4,2.7,100,38
2025-04-05T06:00,22.7,85,1012.8,1014.0,3.3,100,20
2025-04-05T07:00,22.6,86,1012.1,1013.3,3.4,100,25
2025-04-05T08:00,22.7,86,1011.0,1012.2,2.9,100,10
2025-04-05T09:00,22.6,86,1010.9,1012.1,2.6,100,10
2025-04-05T10:00,22.5,87,1010.9,1012.1,3.2,100,8
2025-04-05T11:00,22.3,88,1011.5,1012.7,2.2,100,8
2025-04-05T12:00,22.5,89,1010.9,1012.1,2.5,100,8
2025-04-05T13:00,22.3,90,1011.9,1013.1,2.4,100,0
2025-04-05T14:00,22.1,91,1012.9,1014.1,2.1,100,3
2025-04-05T15:00,22.0,91,1013.4,1014.6,1.8,100,5
2025-04-05T16:00,21.9,92,1013.4,1014.6,2.2,100,10
2025-04-05T17:00,21.7,93,1012.8,1014.0,2.9,100,25
2025-04-05T18:00,21.2,94,1012.6,1013.8,3.7,100,48
2025-04-05T19:00,21.1,95,1011.9,1013.1,3.6,100,45
2025-04-05T20:00,21.0,95,1012.2,1013.4,2.9,100,40
2025-04-05T21:00,21.0,95,1012.3,1013.5,2.2,100,40
2025-04-05T22:00,20.9,95,1012.7,1013.9,2.7,100,38
2025-04-05T23:00,20.9,95,1012.8,1014.0,5.0,100,50
2025-04-06T00:00,21.1,94,1013.8,1015.0,4.7,100,53
2025-04-06T01:00,21.4,93,1014.9,1016.1,4.4,100,30
2025-04-06T02:00,21.9,89,1015.4,1016.6,5.2,100,28
2025-04-06T03:00,22.7,85,1015.8,1017.0,7.0,97,30
2025-04-06T04:00,23.3,82,1015.2,1016.4,7.2,97,28
2025-04-06T05:00,23.4,82,1014.4,1015.6,6.1,98,20
2025-04-06T06:00,24.0,80,1013.6,1014.8,7.1,96,15
2025-04-06T07:00,24.6,75,1012.4,1013.6,7.7,96,18
2025-04-06T08:00,24.4,77,1011.6,1012.8,7.8,94,18
2025-04-06T09:00,23.9,80,1011.1,1012.3,9.8,100,13
2025-04-06T10:00,23.1,86,1011.4,1012.6,11.6,100,10
2025-04-06T11:00,22.7,88,1012.2,1013.4,9.2,100,8
2025-04-06T12:00,22.4,90,1012.7,1013.9,8.9,100,8
2025-04-06T13:00,22.1,91,1013.6,1014.8,8.7,100,5
2025-04-06T14:00,21.8,90,1014.5,1015.7,9.2,100,8
2025-04-06T15:00,21.5,90,1015.1,1016.3,9.9,98,8
2025-04-06T16:00,21.2,91,1014.8,1016.0,10.6,100,18
2025-04-06T17:00,20.9,92,1014.1,1015.3,11.3,100,18
2025-04-06T18:00,20.8,93,1014.2,1015.4,10.8,100,10
2025-04-06T19:00,20.6,93,1013.4,1014.6,10.4,100,10
2025-04-06T20:00,20.6,93,1013.9,1015.1,8.9,100,8
2025-04-06T21:00,20.6,93,1013.7,1014.9,7.1,100,13
2025-04-06T22:00,20.5,93,1013.8,1015.0,5.9,100,20
2025-04-06T23:00,20.6,93,1014.1,1015.3,4.1,100,15
2025-04-07T00:00,20.5,93,1015.2,1016.4,5.1,100,18
2025-04-07T01:00,20.8,93,1016.3,1017.5,4.7,100,20
2025-04-07T02:00,21.2,91,1016.8,1018.0,4.8,95,13
2025-04-07T03:00,21.9,89,1016.8,1018.0,6.6,95,5
2025-04-07T04:00,22.7,85,1016.0,1017.2,8.1,93,3
2025-04-07T05:00,23.4,82,1015.0,1016.2,7.9,96,5
2025-04-07T06:00,24.5,78,1014.7,1015.9,7.9,99,13
2025-04-07T07:00,24.2,80,1013.6,1014.8,7.1,98,13
2025-04-07T08:00,24.2,81,1012.8,1014.0,6.7,100,8
2025-04-07T09:00,24.2,81,1012.0,1013.2,7.9,100,8
2025-04-07T10:00,24.2,81,1012.0,1013.2,9.7,100,5
2025-04-07T11:00,23.5,86,1012.7,1013.9,7.7,100,5
2025-04-07T12:00,23.0,89,1013.3,1014.5,8.2,100,3
2025-04-07T13:00,22.5,91,1014.1,1015.3,7.1,100,0
2025-04-07T14:00,22.0,92,1015.1,1016.3,6.8,92,0
2025-04-07T15:00,21.5,93,1015.2,1016.4,7.4,98,0
2025-04-07T16:00,21.1,93,1015.0,1016.2,8.1,100,0
2025-04-07T17:00,20.8,92,1014.5,1015.7,8.9,89,0
2025-04-07T18:00,20.9,92,1014.1,1015.3,8.7,79,0
2025-04-07T19:00,20.7,92,1013.6,1014.8,8.7,82,0
2025-04-07T20:00,20.6,93,1013.5,1014.7,9.0,74,0
2025-04-07T21:00,20.5,93,1013.7,1014.9,9.0,99,0
2025-04-07T22:00,20.5,94,1013.8,1015.0,9.1,100,0
2025-04-07T23:00,20.5,94,1014.4,1015.6,9.3,100,0
2025-04-08T00:00,21.1,93,1015.1,1016.3,8.7,100,0
2025-04-08T01:00,22.1,90,1016.2,1017.4,9.8,97,0
2025-04-08T02:00,23.7,83,1016.1,1017.3,12.0,96,0
2025-04-08T03:00,25.4,78,1015.5,1016.7,12.0,91,0
2025-04-08T04:00,26.5,74,1014.7,1015.9,12.5,93,0
2025-04-08T05:00,27.3,71,1013.5,1014.7,12.0,93,0
2025-04-08T06:00,27.0,73,1012.9,1014.1,9.3,95,0
2025-04-08T07:00,27.6,72,1011.8,1012.9,8.4,87,0
2025-04-08T08:00,28.0,72,1011.1,1012.2,9.4,57,0
2025-04-08T09:00,28.2,70,1010.5,1011.6,11.4,64,0
2025-04-08T10:00,26.9,77,1010.8,1012.0,16.1,92,0
2025-04-08T11:00,25.4,84,1011.5,1012.7,15.2,66,0
2025-04-08T12:00,24.7,88,1011.4,1012.6,13.0,55,0
2025-04-08T13:00,24.0,89,1012.4,1013.6,13.5,64,0
2025-04-08T14:00,23.4,91,1012.7,1013.9,13.6,64,0
2025-04-08T15:00,22.9,91,1013.1,1014.3,13.5,75,0
2025-04-08T16:00,22.7,92,1012.6,1013.8,13.1,87,0
2025-04-08T17:00,22.5,93,1012.1,1013.3,12.0,78,0
2025-04-08T18:00,22.4,93,1011.5,1012.7,10.7,87,0
2025-04-08T19:00,22.3,94,1010.8,1012.0,11.3,90,0
2025-04-08T20:00,22.2,95,1010.8,1012.0,12.4,89,0
2025-04-08T21:00,22.2,95,1010.6,1011.8,12.9,90,0
2025-04-08T22:00,22.2,96,1010.6,1011.8,12.2,93,0
2025-04-08T23:00,22.1,96,1010.7,1011.9,12.3,100,0
2025-04-09T00:00,22.9,94,1010.9,1012.1,11.3,83,0
2025-04-09T01:00,24.2,88,1011.8,1013.0,15.1,81,0
2025-04-09T02:00,25.5,82,1011.7,1012.9,15.3,87,0
2025-04-09T03:00,26.3,80,1011.5,1012.7,14.9,89,0
2025-04-09T04:00,27.5,74,1010.7,1011.8,15.2,95,0
2025-04-09T05:00,28.3,72,1009.7,1010.8,14.8,87,0
2025-04-09T06:00,28.1,72,1008.7,1009.8,12.2,94,0
2025-04-09T07:00,28.9,70,1007.5,1008.6,13.5,89,0
2025-04-09T08:00,28.7,70,1006.6,1007.7,13.8,96,0
2025-04-09T09:00,28.1,72,1006.6,1007.7,14.9,93,3
2025-04-09T10:00,27.3,74,1006.2,1007.3,15.6,100,0
2025-04-09T11:00,26.2,78,1006.5,1007.6,16.8,92,0
2025-04-09T12:00,25.4,82,1006.5,1007.7,13.9,92,0
2025-04-09T13:00,24.6,85,1007.4,1008.6,14.8,100,0
2025-04-09T14:00,24.1,87,1007.9,1009.1,15.0,100,0
2025-04-09T15:00,23.6,89,1008.0,1009.2,13.8,100,0
2025-04-09T16:00,23.3,91,1008.3,1009.5,12.6,100,0
2025-04-09T17:00,22.9,91,1008.2,1009.4,12.6,100,0
2025-04-09T18:00,22.9,92,1007.4,1008.6,11.1,100,3
2025-04-09T19:00,22.7,92,1007.0,1008.2,10.7,100,0
2025-04-09T20:00,22.7,93,1006.3,1007.5,8.9,100,0
2025-04-09T21:00,22.7,93,1006.3,1007.5,8.4,100,0
2025-04-09T22:00,22.6,94,1006.4,1007.6,7.2,99,3
2025-04-09T23:00,22.6,94,1006.7,1007.9,7.5,96,0
2025-04-10T00:00,22.9,94,1007.2,1008.4,6.8,99,0
2025-04-10T01:00,23.7,91,1007.9,1009.1,8.8,97,3
2025-04-10T02:00,25.2,85,1007.7,1008.9,6.9,94,0
2025-04-10T03:00,26.7,79,1007.6,1008.7,5.5,96,0
2025-04-10T04:00,27.7,75,1007.0,1008.1,5.4,93,0
2025-04-10T05:00,28.8,70,1006.2,1007.3,5.6,82,0
2025-04-10T06:00,28.4,74,1005.2,1006.3,8.9,84,0
2025-04-10T07:00,29.3,69,1003.8,1004.9,10.4,79,0
2025-04-10T08:00,29.3,69,1002.9,1004.0,12.9,83,0
2025-04-10T09:00,28.8,70,1002.6,1003.7,15.1,97,0
2025-04-10T10:00,26.7,82,1002.7,1003.8,18.9,100,0
2025-04-10T11:00,25.6,85,1003.4,1004.5,16.6,99,0
2025-04-10T12:00,24.5,89,1003.7,1004.9,14.8,86,0
2025-04-10T13:00,23.9,91,1004.6,1005.8,14.6,80,0
2025-04-10T14:00,23.4,93,1004.9,1006.1,14.5,92,0
2025-04-10T15:00,23.1,94,1005.4,1006.6,13.5,99,0
2025-04-10T16:00,23.0,94,1005.2,1006.4,12.5,94,0
2025-04-10T17:00,22.8,94,1004.9,1006.1,12.1,93,0
2025-04-10T18:00,23.1,94,1004.3,1005.5,9.4,91,0
2025-04-10T19:00,23.1,94,1003.8,1005.0,8.0,94,0
2025-04-10T20:00,23.2,94,1003.5,1004.7,7.1,100,0
2025-04-10T21:00,23.1,95,1003.6,1004.8,6.0,100,0
2025-04-10T22:00,23.1,96,1003.9,1005.1,5.7,100,0
2025-04-10T23:00,23.1,96,1004.2,1005.4,6.4,93,0
2025-04-11T00:00,23.5,95,1005.0,1006.2,7.4,96,0
2025-04-11T01:00,24.3,91,1005.7,1006.9,10.7,92,0
2025-04-11T02:00,25.6,85,1006.0,1007.2,9.9,96,0
2025-04-11T03:00,26.7,81,1006.1,1007.2,9.7,100,0
2025-04-11T04:00,28.1,75,1005.4,1006.5,9.3,100,0
2025-04-11T05:00,29.7,70,1004.3,1005.4,9.2,100,0
2025-04-11T06:00,29.2,74,1004.0,1005.1,6.6,98,0
2025-04-11T07:00,30.2,69,1002.5,1003.6,7.7,100,0
2025-04-11T08:00,30.5,69,1001.7,1002.8,8.2,100,0
2025-04-11T09:00,30.3,70,1001.1,1002.2,10.0,100,0
2025-04-11T10:00,29.3,76,1001.3,1002.4,11.2,100,0
2025-04-11T11:00,27.3,85,1002.5,1003.6,14.2,100,0
2025-04-11T12:00,26.1,90,1002.9,1004.0,11.9,100,0
2025-04-11T13:00,25.4,93,1003.7,1004.8,10.4,100,0
2025-04-11T14:00,25.0,94,1004.2,1005.4,10.2,70,0
2025-04-11T15:00,24.6,94,1004.3,1005.5,10.8,65,0
2025-04-11T16:00,24.3,95,1004.2,1005.4,10.8,61,0
2025-04-11T17:00,24.1,95,1003.5,1004.7,10.6,100,0
2025-04-11T18:00,24.2,95,1003.4,1004.6,8.4,60,0
2025-04-11T19:00,24.0,96,1002.6,1003.8,7.4,66,0
2025-04-11T20:00,23.8,96,1002.7,1003.9,7.5,62,0
2025-04-11T21:00,23.7,96,1002.7,1003.9,6.3,100,0
2025-04-11T22:00,23.6,96,1003.4,1004.6,5.9,100,0
2025-04-11T23:00,23.5,97,1003.8,1005.0,5.1,100,0
2025-04-12T00:00,24.1,95,1005.0,1006.2,6.5,100,0
2025-04-12T01:00,25.5,89,1006.0,1007.2,5.4,100,0
2025-04-12T02:00,26.6,86,1007.3,1008.4,3.3,100,0
2025-04-12T03:00,27.2,84,1007.1,1008.2,4.2,100,0
2025-04-12T04:00,27.6,83,1007.0,1008.1,4.7,100,0
2025-04-12T05:00,28.5,80,1006.1,1007.2,5.0,97,3
2025-04-12T06:00,29.3,77,1006.3,1007.4,3.7,92,3
2025-04-12T07:00,29.5,77,1005.0,1006.1,4.7,98,10
2025-04-12T08:00,28.7,78,1006.1,1007.2,16.8,100,48
2025-04-12T09:00,26.8,66,1006.6,1007.7,22.1,100,65
2025-04-12T10:00,25.7,62,1008.1,1009.3,29.0,100,80
2025-04-12T11:00,24.3,60,1010.7,1011.9,18.4,100,73
2025-04-12T12:00,23.3,74,1011.2,1012.4,11.2,100,55
2025-04-12T13:00,21.9,81,1014.1,1015.3,10.1,100,70
2025-04-12T14:00,21.3,80,1015.1,1016.3,9.2,100,63
2025-04-12T15:00,21.4,76,1015.9,1017.1,6.4,100,38
2025-04-12T16:00,21.5,74,1016.0,1017.2,4.6,100,25
2025-04-12T17:00,21.6,74,1015.9,1017.1,2.5,100,35
2025-04-12T18:00,22.2,73,1015.5,1016.7,5.6,100,20
2025-04-12T19:00,21.9,71,1014.8,1016.0,5.4,100,20
2025-04-12T20:00,21.8,72,1015.0,1016.2,5.0,100,8
2025-04-12T21:00,21.7,71,1015.0,1016.2,4.0,100,0
2025-04-12T22:00,21.8,68,1015.9,1017.1,2.7,100,0
2025-04-12T23:00,21.8,66,1016.1,1017.3,2.7,100,0
2025-04-13T00:00,21.5,68,1017.7,1018.9,6.1,100,0
2025-04-13T01:00,21.8,67,1018.4,1019.6,5.5,100,0
2025-04-13T02:00,22.6,65,1019.0,1020.2,7.3,97,3
2025-04-13T03:00,23.4,65,1019.0,1020.2,10.1,81,3
2025-04-13T04:00,24.1,56,1018.4,1019.6,13.2,79,0
2025-04-13T05:00,24.7,48,1017.4,1018.6,12.4,80,0
2025-04-13T06:00,26.1,40,1015.5,1016.7,10.1,75,0
2025-04-13T07:00,26.1,42,1014.2,1015.4,10.1,70,0
2025-04-13T08:00,26.3,42,1013.2,1014.4,9.0,79,0
2025-04-13T09:00,26.2,44,1012.8,1014.0,8.0,100,0
2025-04-13T10:00,25.7,45,1012.3,1013.5,6.5,100,0
2025-04-13T11:00,25.0,49,1012.6,1013.8,3.3,100,0
2025-04-13T12:00,24.1,55,1012.9,1014.1,2.9,100,0
2025-04-13T13:00,23.5,58,1013.9,1015.1,2.9,100,0
2025-04-13T14:00,23.2,60,1014.4,1015.6,2.4,100,0
2025-04-13T15:00,22.9,63,1014.8,1016.0,1.8,100,0
2025-04-13T16:00,22.3,65,1014.3,1015.5,4.5,88,0
2025-04-13T17:00,20.7,72,1014.0,1015.2,9.8,93,0
2025-04-13T18:00,20.2,75,1014.0,1015.2,8.5,100,0
2025-04-13T19:00,20.1,74,1013.4,1014.6,7.1,100,0
2025-04-13T20:00,19.9,74,1013.4,1014.6,5.9,100,0
2025-04-13T21:00,19.7,75,1013.2,1014.4,4.6,100,0
2025-04-13T22:00,19.6,76,1012.9,1014.1,3.6,100,0
2025-04-13T23:00,19.5,76,1013.3,1014.5,3.1,96,0
2025-04-14T00:00,20.2,75,1014.5,1015.7,2.5,100,0
2025-04-14T01:00,21.5,72,1015.9,1017.1,4.0,100,5
2025-04-14T02:00,22.9,66,1016.3,1017.5,4.3,100,5
2025-04-14T03:00,24.0,63,1016.5,1017.7,2.5,100,5
2025-04-14T04:00,25.1,59,1015.5,1016.7,1.1,100,5
2025-04-14T05:00,26.0,54,1014.6,1015.8,2.5,100,0
2025-04-14T06:00,27.3,49,1013.5,1014.7,2.6,100,0
2025-04-14T07:00,27.6,48,1012.6,1013.8,3.1,100,3
2025-04-14T08:00,27.9,47,1011.8,1012.9,4.6,100,3
2025-04-14T09:00,27.8,48,1011.1,1012.2,5.1,100,3
2025-04-14T10:00,27.5,48,1010.7,1011.8,4.1,100,0
2025-04-14T11:00,26.6,52,1010.7,1011.9,3.6,65,0
2025-04-14T12:00,25.7,57,1010.9,1012.1,3.6,9,0
2025-04-14T13:00,24.7,61,1012.1,1013.3,3.5,79,0
2025-04-14T14:00,23.9,65,1012.5,1013.7,4.9,100,0
2025-04-14T15:00,23.2,70,1012.9,1014.1,5.3,100,0
2025-04-14T16:00,22.6,75,1012.7,1013.9,3.7,92,0
2025-04-14T17:00,22.0,79,1012.6,1013.8,3.3,67,0
2025-04-14T18:00,21.3,84,1012.3,1013.5,3.2,100,0
2025-04-14T19:00,21.0,85,1011.8,1013.0,3.1,100,0
2025-04-14T20:00,20.4,88,1011.6,1012.8,3.1,89,0
2025-04-14T21:00,19.9,91,1011.5,1012.7,2.5,100,0
2025-04-14T22:00,19.7,92,1011.4,1012.6,1.3,100,0
2025-04-14T23:00,19.6,93,1011.5,1012.7,1.6,100,0
2025-04-15T00:00,20.1,92,1012.9,1014.1,2.8,100,0
2025-04-15T01:00,22.2,83,1013.5,1014.7,3.9,100,0
2025-04-15T02:00,24.5,74,1013.7,1014.9,4.9,100,0
2025-04-15T03:00,26.7,63,1013.4,1014.6,5.0,100,0
2025-04-15T04:00,28.7,53,1012.5,1013.6,4.8,57,0
2025-04-15T05:00,30.3,48,1011.1,1012.2,3.3,12,0
2025-04-15T06:00,32.0,39,1010.2,1011.3,1.8,100,0
2025-04-15T07:00,32.7,32,1008.7,1009.8,3.0,0,0
2025-04-15T08:00,33.1,31,1008.4,1009.5,6.9,0,0
2025-04-15T09:00,32.9,30,1007.8,1008.9,10.9,0,0
2025-04-15T10:00,32.0,30,1008.1,1009.2,12.4,100,0
2025-04-15T11:00,29.9,40,1008.2,1009.3,11.5,0,0
2025-04-15T12:00,28.2,47,1008.3,1009.4,13.7,2,0
2025-04-15T13:00,26.0,58,1009.1,1010.3,13.5,0,0
2025-04-15T14:00,24.3,62,1009.8,1011.0,12.0,3,0
2025-04-15T15:00,23.1,65,1010.4,1011.6,11.2,100,0
2025-04-15T16:00,22.3,69,1010.6,1011.8,11.0,100,0
2025-04-15T17:00,21.8,73,1010.4,1011.6,10.5,100,0
2025-04-15T18:00,21.2,80,1009.8,1011.0,9.8,97,0
2025-04-15T19:00,20.9,82,1009.0,1010.2,10.0,100,0
2025-04-15T20:00,20.6,85,1008.8,1010.0,10.1,100,0
2025-04-15T21:00,20.4,86,1008.6,1009.8,9.7,100,0
2025-04-15T22:00,20.2,88,1008.6,1009.8,8.7,100,0
2025-04-15T23:00,20.1,89,1008.8,1010.0,8.1,100,0
2025-04-16T00:00,20.9,87,1009.4,1010.6,5.9,100,0
2025-04-16T01:00,22.6,80,1010.1,1011.3,8.2,100,0
2025-04-16T02:00,24.6,72,1010.4,1011.6,9.2,32,0
2025-04-16T03:00,26.8,60,1009.9,1011.1,10.9,63,0
2025-04-16T04:00,28.7,51,1009.0,1010.1,11.8,12,0
2025-04-16T05:00,30.1,44,1007.6,1008.7,12.8,100,0
2025-04-16T06:00,31.6,37,1006.9,1008.0,11.6,85,0
2025-04-16T07:00,32.1,37,1005.4,1006.5,12.7,100,0
2025-04-16T08:00,32.2,38,1004.4,1005.5,14.3,98,0
2025-04-16T09:00,31.6,39,1003.7,1004.8,15.5,100,0
2025-04-16T10:00,30.2,42,1003.6,1004.7,15.7,100,0
2025-04-16T11:00,28.4,45,1004.2,1005.3,16.1,100,0
2025-04-16T12:00,26.9,49,1004.5,1005.6,14.5,100,0
2025-04-16T13:00,25.5,54,1005.7,1006.9,14.4,92,0
2025-04-16T14:00,24.3,69,1006.3,1007.5,14.6,0,0
2025-04-16T15:00,23.6,78,1007.0,1008.2,14.2,50,0
2025-04-16T16:00,23.2,84,1007.0,1008.2,13.8,100,0
2025-04-16T17:00,22.9,87,1006.5,1007.7,13.2,100,0
2025-04-16T18:00,22.9,90,1005.9,1007.1,11.2,100,0
2025-04-16T19:00,22.8,91,1004.8,1006.0,9.6,100,0
2025-04-16T20:00,22.8,92,1005.1,1006.3,8.7,100,0
2025-04-16T21:00,22.8,93,1004.9,1006.1,9.3,95,0
2025-04-16T22:00,22.8,93,1005.5,1006.7,8.9,100,0
2025-04-16T23:00,22.8,94,1005.3,1006.5,6.2,100,0
2025-04-17T00:00,23.7,89,1006.5,1007.7,7.4,98,0
2025-04-17T01:00,25.1,82,1006.9,1008.1,8.4,100,0
2025-04-17T02:00,26.5,76,1007.6,1008.7,7.6,100,0
2025-04-17T03:00,28.5,68,1007.3,1008.4,6.4,100,0
2025-04-17T04:00,30.2,63,1006.5,1007.6,7.2,85,0
2025-04-17T05:00,31.7,60,1005.2,1006.3,10.4,99,0
2025-04-17T06:00,32.5,58,1003.7,1004.8,12.4,88,0
2025-04-17T07:00,33.2,56,1002.4,1003.5,14.0,100,0
2025-04-17T08:00,33.3,56,1001.5,1002.6,15.3,57,0
2025-04-17T09:00,32.6,59,1001.1,1002.2,15.8,34,0
2025-04-17T10:00,31.0,65,1001.2,1002.3,15.9,24,0
2025-04-17T11:00,29.2,71,1001.7,1002.8,14.8,5,0
2025-04-17T12:00,27.5,77,1002.6,1003.7,14.6,3,0
2025-04-17T13:00,26.2,82,1003.3,1004.4,14.1,24,0
2025-04-17T14:00,25.4,86,1004.1,1005.2,13.3,36,0
2025-04-17T15:00,24.8,88,1004.1,1005.3,13.3,46,0
2025-04-17T16:00,24.6,89,1003.9,1005.1,12.8,43,0
2025-04-17T17:00,24.4,90,1003.7,1004.9,11.6,43,0
2025-04-17T18:00,24.1,92,1003.4,1004.6,10.0,47,0
2025-04-17T19:00,23.9,93,1003.1,1004.3,8.3,60,0
2025-04-17T20:00,23.7,94,1002.9,1004.1,7.6,69,0
2025-04-17T21:00,23.7,95,1003.1,1004.3,7.0,73,0
2025-04-17T22:00,23.7,95,1003.5,1004.7,7.2,77,0
2025-04-17T23:00,23.7,95,1004.1,1005.3,6.8,79,0
2025-04-18T00:00,24.3,92,1004.9,1006.1,8.7,87,0
2025-04-18T01:00,26.0,84,1005.8,1006.9,7.9,86,0
2025-04-18T02:00,27.9,77,1006.2,1007.3,6.9,53,0
2025-04-18T03:00,29.8,71,1006.0,1007.1,5.5,46,0
2025-04-18T04:00,31.8,66,1005.4,1006.5,5.6,26,0
2025-04-18T05:00,34.0,60,1004.3,1005.4,7.4,24,0
2025-04-18T06:00,36.1,51,1002.9,1004.0,10.5,3,0
2025-04-18T07:00,37.5,44,1001.4,1002.5,9.7,10,8
2025-04-18T08:00,37.3,44,1000.3,1001.4,9.4,100,18
2025-04-18T09:00,33.9,57,1000.9,1002.0,12.7,100,25
2025-04-18T10:00,32.9,59,1001.0,1002.1,7.9,40,8
2025-04-18T11:00,32.6,60,1001.1,1002.2,5.6,15,8
2025-04-18T12:00,31.7,64,1001.7,1002.8,9.7,100,0
2025-04-18T13:00,30.4,69,1002.4,1003.5,12.5,99,0
2025-04-18T14:00,29.1,71,1003.4,1004.5,13.8,100,0
2025-04-18T15:00,28.1,73,1004.0,1005.1,13.6,100,0
2025-04-18T16:00,27.4,77,1004.1,1005.2,13.3,69,0
2025-04-18T17:00,26.7,80,1003.6,1004.7,12.7,90,0
2025-04-18T18:00,26.0,83,1003.2,1004.3,12.0,80,0
2025-04-18T19:00,25.5,86,1002.8,1003.9,10.5,78,0
2025-04-18T20:00,25.0,89,1002.7,1003.8,9.7,45,0
2025-04-18T21:00,24.6,91,1002.8,1004.0,9.0,38,0
2025-04-18T22:00,24.4,92,1003.3,1004.5,7.6,39,0
2025-04-18T23:00,24.3,92,1004.1,1005.3,6.9,45,0
2025-04-19T00:00,25.2,88,1005.2,1006.4,8.9,64,0
2025-04-19T01:00,26.8,82,1006.3,1007.4,8.7,37,0
2025-04-19T02:00,28.6,76,1006.7,1007.8,7.7,38,0
2025-04-19T03:00,30.8,70,1006.5,1007.6,7.4,49,0
2025-04-19T04:00,32.7,65,1005.6,1006.7,7.8,20,0
2025-04-19T05:00,34.7,58,1004.3,1005.4,7.1,31,0
2025-04-19T06:00,36.4,49,1002.9,1004.0,7.0,23,0
2025-04-19T07:00,37.6,43,1001.8,1002.9,6.6,9,8
2025-04-19T08:00,37.8,40,1001.2,1002.3,7.6,98,19
2025-04-19T09:00,37.4,42,1001.0,1002.1,11.9,100,25
2025-04-19T10:00,35.3,51,1001.2,1002.3,13.7,100,20
2025-04-19T11:00,33.6,57,1001.7,1002.8,14.7,13,11
2025-04-19T12:00,31.1,64,1002.9,1004.0,15.4,2,3
2025-04-19T13:00,29.4,70,1003.8,1004.9,15.1,27,0
2025-04-19T14:00,28.3,74,1004.6,1005.7,14.6,42,0
2025-04-19T15:00,27.4,77,1005.2,1006.3,13.8,37,0
2025-04-19T16:00,26.8,80,1005.2,1006.3,14.3,62,0
2025-04-19T17:00,26.3,83,1004.9,1006.0,14.0,92,0
2025-04-19T18:00,25.9,84,1004.8,1005.9,13.8,94,0
2025-04-19T19:00,25.7,86,1004.6,1005.7,13.9,90,0
2025-04-19T20:00,25.4,87,1004.4,1005.5,13.2,55,0
2025-04-19T21:00,25.0,88,1004.5,1005.7,12.2,49,0
2025-04-19T22:00,24.8,89,1005.0,1006.2,11.2,63,2
